chr	start	end	pre.level	pos.level	group	Cell
chr8	3040000	3060000	1	2	raise	late2cell-8cell
chr8	4140000	4160000	3	1	reduce	late2cell-8cell
chr8	9220000	9240000	2	3	raise	late2cell-8cell
chr8	10420000	10440000	1	2	raise	late2cell-8cell
chr8	11220000	11240000	1	3	raise	late2cell-8cell
chr8	11960000	11980000	3	2	reduce	late2cell-8cell
chr8	13320000	13340000	2	3	raise	late2cell-8cell
chr8	18400000	18420000	2	1	reduce	late2cell-8cell
chr8	21720000	21740000	2	3	raise	late2cell-8cell
chr8	23180000	23200000	1	3	raise	late2cell-8cell
chr8	23320000	23340000	3	2	reduce	late2cell-8cell
chr8	24260000	24280000	1	2	raise	late2cell-8cell
chr8	26200000	26220000	2	3	raise	late2cell-8cell
chr8	27680000	27700000	1	2	raise	late2cell-8cell
chr8	32020000	32040000	2	1	reduce	late2cell-8cell
chr8	33200000	33220000	1	3	raise	late2cell-8cell
chr8	33780000	33800000	1	2	raise	late2cell-8cell
chr8	35500000	35520000	2	4	raise	late2cell-8cell
chr8	35720000	35740000	2	1	reduce	late2cell-8cell
chr8	36200000	36220000	1	2	raise	late2cell-8cell
chr8	36360000	36380000	1	2	raise	late2cell-8cell
chr8	40160000	40180000	2	1	reduce	late2cell-8cell
chr8	41440000	41460000	1	3	raise	late2cell-8cell
chr8	41580000	41600000	3	1	reduce	late2cell-8cell
chr8	42480000	42500000	1	3	raise	late2cell-8cell
chr8	45980000	46000000	2	3	raise	late2cell-8cell
chr8	47180000	47200000	2	1	reduce	late2cell-8cell
chr8	47400000	47420000	3	4	raise	late2cell-8cell
chr8	55940000	55960000	2	1	reduce	late2cell-8cell
chr8	60120000	60140000	2	1	reduce	late2cell-8cell
chr8	60620000	60640000	2	1	reduce	late2cell-8cell
chr8	61240000	61260000	2	1	reduce	late2cell-8cell
chr8	64620000	64640000	1	2	raise	late2cell-8cell
chr8	68240000	68260000	2	1	reduce	late2cell-8cell
chr8	68780000	68800000	1	2	raise	late2cell-8cell
chr8	71540000	71560000	2	1	reduce	late2cell-8cell
chr8	71680000	71700000	1	2	raise	late2cell-8cell
chr8	71820000	71840000	4	1	reduce	late2cell-8cell
chr8	72940000	72960000	2	1	reduce	late2cell-8cell
chr8	73360000	73380000	1	2	raise	late2cell-8cell
chr8	79740000	79760000	1	3	raise	late2cell-8cell
chr8	83100000	83120000	2	3	raise	late2cell-8cell
chr8	83480000	83500000	1	2	raise	late2cell-8cell
chr8	83740000	83760000	3	1	reduce	late2cell-8cell
chr8	84020000	84040000	1	2	raise	late2cell-8cell
chr8	84660000	84680000	1	3	raise	late2cell-8cell
chr8	84840000	84860000	2	1	reduce	late2cell-8cell
chr8	88400000	88420000	1	2	raise	late2cell-8cell
chr8	95720000	95740000	2	1	reduce	late2cell-8cell
chr8	105120000	105140000	2	1	reduce	late2cell-8cell
chr8	105300000	105320000	1	2	raise	late2cell-8cell
chr8	106420000	106440000	3	1	reduce	late2cell-8cell
chr8	107460000	107480000	1	2	raise	late2cell-8cell
chr8	109300000	109320000	2	3	raise	late2cell-8cell
chr8	109600000	109620000	1	3	raise	late2cell-8cell
chr8	116680000	116700000	2	1	reduce	late2cell-8cell
chr8	117480000	117500000	1	2	raise	late2cell-8cell
chr8	117600000	117620000	1	2	raise	late2cell-8cell
chr8	119400000	119420000	2	3	raise	late2cell-8cell
chr8	121120000	121140000	1	2	raise	late2cell-8cell
chr8	121960000	121980000	1	2	raise	late2cell-8cell
chr8	124040000	124060000	4	3	reduce	late2cell-8cell
chr8	125060000	125080000	4	2	reduce	late2cell-8cell
chr8	126240000	126260000	2	1	reduce	late2cell-8cell
chr8	126500000	126520000	2	1	reduce	late2cell-8cell
chr8	127200000	127220000	2	1	reduce	late2cell-8cell
chr8	127600000	127620000	1	2	raise	late2cell-8cell
chr8	128380000	128400000	2	1	reduce	late2cell-8cell
chr8	128780000	128800000	3	2	reduce	late2cell-8cell
chr8	129120000	129140000	2	1	reduce	late2cell-8cell
chr9	4440000	4460000	1	3	raise	late2cell-8cell
chr9	7600000	7620000	2	1	reduce	late2cell-8cell
chr9	14520000	14540000	1	2	raise	late2cell-8cell
chr9	18300000	18320000	2	1	reduce	late2cell-8cell
chr9	20900000	20920000	1	2	raise	late2cell-8cell
chr9	21620000	21640000	1	2	raise	late2cell-8cell
chr9	22160000	22180000	1	2	raise	late2cell-8cell
chr9	24540000	24560000	1	3	raise	late2cell-8cell
chr9	24680000	24700000	1	2	raise	late2cell-8cell
chr9	25140000	25160000	1	2	raise	late2cell-8cell
chr9	25640000	25660000	1	2	raise	late2cell-8cell
chr9	30960000	30980000	3	1	reduce	late2cell-8cell
chr9	31420000	31440000	2	1	reduce	late2cell-8cell
chr9	31940000	31960000	2	1	reduce	late2cell-8cell
chr9	32400000	32420000	3	2	reduce	late2cell-8cell
chr9	37400000	37420000	1	2	raise	late2cell-8cell
chr9	40220000	40240000	3	1	reduce	late2cell-8cell
chr9	41220000	41240000	2	3	raise	late2cell-8cell
chr9	48480000	48500000	2	1	reduce	late2cell-8cell
chr9	52320000	52340000	1	2	raise	late2cell-8cell
chr9	52920000	52940000	2	1	reduce	late2cell-8cell
chr9	54700000	54720000	1	3	raise	late2cell-8cell
chr9	57780000	57800000	2	1	reduce	late2cell-8cell
chr9	60700000	60720000	3	1	reduce	late2cell-8cell
chr9	61920000	61940000	2	3	raise	late2cell-8cell
chr9	62420000	62440000	4	1	reduce	late2cell-8cell
chr9	62600000	62620000	1	3	raise	late2cell-8cell
chr9	64120000	64140000	2	1	reduce	late2cell-8cell
chr9	67000000	67020000	2	3	raise	late2cell-8cell
chr9	70000000	70020000	1	2	raise	late2cell-8cell
chr9	70420000	70440000	1	2	raise	late2cell-8cell
chr9	70820000	70840000	2	1	reduce	late2cell-8cell
chr9	71640000	71660000	1	3	raise	late2cell-8cell
chr9	72460000	72480000	2	3	raise	late2cell-8cell
chr9	73660000	73680000	3	2	reduce	late2cell-8cell
chr9	88600000	88620000	1	3	raise	late2cell-8cell
chr9	89820000	89840000	2	3	raise	late2cell-8cell
chr9	90180000	90200000	2	1	reduce	late2cell-8cell
chr9	92140000	92160000	1	2	raise	late2cell-8cell
chr9	95880000	95900000	1	2	raise	late2cell-8cell
chr9	96920000	96940000	1	2	raise	late2cell-8cell
chr9	97060000	97080000	2	1	reduce	late2cell-8cell
chr9	99260000	99280000	2	1	reduce	late2cell-8cell
chr9	99460000	99480000	1	2	raise	late2cell-8cell
chr9	101520000	101540000	2	1	reduce	late2cell-8cell
chr9	106180000	106200000	3	2	reduce	late2cell-8cell
chr9	108080000	108100000	1	2	raise	late2cell-8cell
chr9	109140000	109160000	1	2	raise	late2cell-8cell
chr9	110320000	110340000	1	2	raise	late2cell-8cell
chr9	111320000	111340000	1	2	raise	late2cell-8cell
chr9	114920000	114940000	1	2	raise	late2cell-8cell
chr9	115320000	115340000	2	1	reduce	late2cell-8cell
chr9	118040000	118060000	3	2	reduce	late2cell-8cell
chr9	118200000	118220000	2	1	reduce	late2cell-8cell
chr9	123460000	123480000	2	1	reduce	late2cell-8cell
chr10	4400000	4420000	1	2	raise	late2cell-8cell
chr10	5460000	5480000	2	3	raise	late2cell-8cell
chr10	7080000	7100000	1	2	raise	late2cell-8cell
chr10	11720000	11740000	2	1	reduce	late2cell-8cell
chr10	18220000	18240000	1	2	raise	late2cell-8cell
chr10	24180000	24200000	3	2	reduce	late2cell-8cell
chr10	30820000	30840000	1	2	raise	late2cell-8cell
chr10	31320000	31340000	2	1	reduce	late2cell-8cell
chr10	31460000	31480000	1	2	raise	late2cell-8cell
chr10	33720000	33740000	3	1	reduce	late2cell-8cell
chr10	37020000	37040000	1	3	raise	late2cell-8cell
chr10	39120000	39140000	4	3	reduce	late2cell-8cell
chr10	40260000	40280000	2	3	raise	late2cell-8cell
chr10	41700000	41720000	1	2	raise	late2cell-8cell
chr10	42320000	42340000	3	2	reduce	late2cell-8cell
chr10	43940000	43960000	1	2	raise	late2cell-8cell
chr10	57480000	57500000	1	2	raise	late2cell-8cell
chr10	59120000	59140000	1	2	raise	late2cell-8cell
chr10	59700000	59720000	2	1	reduce	late2cell-8cell
chr10	60140000	60160000	1	2	raise	late2cell-8cell
chr10	60780000	60800000	2	3	raise	late2cell-8cell
chr10	62980000	63000000	2	3	raise	late2cell-8cell
chr10	66360000	66380000	1	2	raise	late2cell-8cell
chr10	71240000	71260000	2	1	reduce	late2cell-8cell
chr10	71440000	71460000	1	2	raise	late2cell-8cell
chr10	75580000	75600000	1	2	raise	late2cell-8cell
chr10	78180000	78200000	1	2	raise	late2cell-8cell
chr10	82200000	82220000	2	3	raise	late2cell-8cell
chr10	84460000	84480000	3	2	reduce	late2cell-8cell
chr10	85920000	85940000	1	2	raise	late2cell-8cell
chr10	90720000	90740000	2	1	reduce	late2cell-8cell
chr10	91200000	91220000	3	1	reduce	late2cell-8cell
chr10	92660000	92680000	2	1	reduce	late2cell-8cell
chr10	96120000	96140000	2	1	reduce	late2cell-8cell
chr10	99640000	99660000	2	1	reduce	late2cell-8cell
chr10	105860000	105880000	1	2	raise	late2cell-8cell
chr10	109900000	109920000	1	3	raise	late2cell-8cell
chr10	111120000	111140000	1	3	raise	late2cell-8cell
chr10	117060000	117080000	3	2	reduce	late2cell-8cell
chr10	117740000	117760000	3	2	reduce	late2cell-8cell
chr10	118380000	118400000	2	1	reduce	late2cell-8cell
chr10	120240000	120260000	2	3	raise	late2cell-8cell
chr10	122560000	122580000	2	1	reduce	late2cell-8cell
chr10	122800000	122820000	1	2	raise	late2cell-8cell
chr10	123120000	123140000	2	1	reduce	late2cell-8cell
chr10	123260000	123280000	1	2	raise	late2cell-8cell
chr10	127060000	127080000	1	4	raise	late2cell-8cell
chr10	127340000	127360000	1	2	raise	late2cell-8cell
chr10	127500000	127520000	1	2	raise	late2cell-8cell
chr10	128560000	128580000	2	3	raise	late2cell-8cell
chr11	5720000	5740000	2	1	reduce	late2cell-8cell
chr11	6640000	6660000	1	2	raise	late2cell-8cell
chr11	8420000	8440000	3	2	reduce	late2cell-8cell
chr11	19820000	19840000	2	1	reduce	late2cell-8cell
chr11	20260000	20280000	1	2	raise	late2cell-8cell
chr11	20760000	20780000	1	2	raise	late2cell-8cell
chr11	20940000	20960000	2	1	reduce	late2cell-8cell
chr11	21300000	21320000	1	2	raise	late2cell-8cell
chr11	22220000	22240000	1	2	raise	late2cell-8cell
chr11	22500000	22520000	3	1	reduce	late2cell-8cell
chr11	22640000	22660000	2	4	raise	late2cell-8cell
chr11	23980000	24000000	2	1	reduce	late2cell-8cell
chr11	30240000	30260000	2	4	raise	late2cell-8cell
chr11	31400000	31420000	3	1	reduce	late2cell-8cell
chr11	33580000	33600000	2	1	reduce	late2cell-8cell
chr11	44480000	44500000	1	2	raise	late2cell-8cell
chr11	44600000	44620000	1	2	raise	late2cell-8cell
chr11	46280000	46300000	1	2	raise	late2cell-8cell
chr11	46460000	46480000	2	1	reduce	late2cell-8cell
chr11	48880000	48900000	3	2	reduce	late2cell-8cell
chr11	49980000	50000000	1	3	raise	late2cell-8cell
chr11	50260000	50280000	1	2	raise	late2cell-8cell
chr11	52140000	52160000	1	2	raise	late2cell-8cell
chr11	54360000	54380000	1	2	raise	late2cell-8cell
chr11	54880000	54900000	2	1	reduce	late2cell-8cell
chr11	57800000	57820000	1	2	raise	late2cell-8cell
chr11	59220000	59240000	2	3	raise	late2cell-8cell
chr11	62300000	62320000	2	1	reduce	late2cell-8cell
chr11	64980000	65000000	1	2	raise	late2cell-8cell
chr11	67980000	68000000	1	3	raise	late2cell-8cell
chr11	68260000	68280000	2	1	reduce	late2cell-8cell
chr11	69080000	69100000	2	4	raise	late2cell-8cell
chr11	70240000	70260000	1	2	raise	late2cell-8cell
chr11	70420000	70440000	3	2	reduce	late2cell-8cell
chr11	74380000	74400000	1	2	raise	late2cell-8cell
chr11	75720000	75740000	2	1	reduce	late2cell-8cell
chr11	76000000	76020000	3	1	reduce	late2cell-8cell
chr11	76200000	76220000	1	2	raise	late2cell-8cell
chr11	77120000	77140000	1	2	raise	late2cell-8cell
chr11	78460000	78480000	4	3	reduce	late2cell-8cell
chr11	78840000	78860000	2	3	raise	late2cell-8cell
chr11	79240000	79260000	1	2	raise	late2cell-8cell
chr11	79600000	79620000	3	2	reduce	late2cell-8cell
chr11	79720000	79740000	2	1	reduce	late2cell-8cell
chr11	80040000	80060000	1	4	raise	late2cell-8cell
chr11	82780000	82800000	2	1	reduce	late2cell-8cell
chr11	82920000	82940000	2	1	reduce	late2cell-8cell
chr11	83800000	83820000	1	2	raise	late2cell-8cell
chr11	84280000	84300000	1	2	raise	late2cell-8cell
chr11	85500000	85520000	1	2	raise	late2cell-8cell
chr11	95680000	95700000	2	3	raise	late2cell-8cell
chr11	96060000	96080000	3	2	reduce	late2cell-8cell
chr11	97200000	97220000	1	2	raise	late2cell-8cell
chr11	97780000	97800000	1	3	raise	late2cell-8cell
chr11	99380000	99400000	2	3	raise	late2cell-8cell
chr11	100320000	100340000	4	2	reduce	late2cell-8cell
chr11	101460000	101480000	1	2	raise	late2cell-8cell
chr11	102300000	102320000	2	1	reduce	late2cell-8cell
chr11	102460000	102480000	1	2	raise	late2cell-8cell
chr11	102580000	102600000	2	1	reduce	late2cell-8cell
chr11	103760000	103780000	2	3	raise	late2cell-8cell
chr11	104220000	104240000	4	1	reduce	late2cell-8cell
chr11	104480000	104500000	3	4	raise	late2cell-8cell
chr11	105920000	105940000	4	2	reduce	late2cell-8cell
chr11	106520000	106540000	1	2	raise	late2cell-8cell
chr11	106800000	106820000	2	3	raise	late2cell-8cell
chr11	113660000	113680000	1	2	raise	late2cell-8cell
chr11	113840000	113860000	2	1	reduce	late2cell-8cell
chr11	114680000	114700000	1	3	raise	late2cell-8cell
chr11	115100000	115120000	1	2	raise	late2cell-8cell
chr11	116040000	116060000	2	3	raise	late2cell-8cell
chr11	116840000	116860000	3	1	reduce	late2cell-8cell
chr11	117380000	117400000	2	1	reduce	late2cell-8cell
chr11	119260000	119280000	3	2	reduce	late2cell-8cell
chr11	120600000	120620000	1	2	raise	late2cell-8cell
chr11	122080000	122100000	2	1	reduce	late2cell-8cell
chr12	4580000	4600000	1	2	raise	late2cell-8cell
chr12	4860000	4880000	4	3	reduce	late2cell-8cell
chr12	7560000	7580000	3	2	reduce	late2cell-8cell
chr12	9040000	9060000	1	2	raise	late2cell-8cell
chr12	11340000	11360000	1	2	raise	late2cell-8cell
chr12	13240000	13260000	3	2	reduce	late2cell-8cell
chr12	15540000	15560000	2	3	raise	late2cell-8cell
chr12	17820000	17840000	4	2	reduce	late2cell-8cell
chr12	18580000	18600000	2	1	reduce	late2cell-8cell
chr12	20280000	20300000	2	3	raise	late2cell-8cell
chr12	21520000	21540000	1	2	raise	late2cell-8cell
chr12	26320000	26340000	1	2	raise	late2cell-8cell
chr12	30600000	30620000	2	1	reduce	late2cell-8cell
chr12	31380000	31400000	1	2	raise	late2cell-8cell
chr12	31960000	31980000	1	3	raise	late2cell-8cell
chr12	32620000	32640000	2	1	reduce	late2cell-8cell
chr12	33040000	33060000	3	1	reduce	late2cell-8cell
chr12	36680000	36700000	2	1	reduce	late2cell-8cell
chr12	41100000	41120000	2	1	reduce	late2cell-8cell
chr12	44200000	44220000	2	1	reduce	late2cell-8cell
chr12	52020000	52040000	1	3	raise	late2cell-8cell
chr12	55100000	55120000	1	2	raise	late2cell-8cell
chr12	55260000	55280000	1	2	raise	late2cell-8cell
chr12	56060000	56080000	1	2	raise	late2cell-8cell
chr12	58980000	59000000	1	3	raise	late2cell-8cell
chr12	65140000	65160000	1	2	raise	late2cell-8cell
chr12	70940000	70960000	2	3	raise	late2cell-8cell
chr12	72100000	72120000	1	2	raise	late2cell-8cell
chr12	74020000	74040000	1	2	raise	late2cell-8cell
chr12	77800000	77820000	1	2	raise	late2cell-8cell
chr12	80420000	80440000	1	3	raise	late2cell-8cell
chr12	80640000	80660000	2	1	reduce	late2cell-8cell
chr12	80760000	80780000	1	2	raise	late2cell-8cell
chr12	82020000	82040000	3	2	reduce	late2cell-8cell
chr12	83960000	83980000	1	2	raise	late2cell-8cell
chr12	84160000	84180000	2	1	reduce	late2cell-8cell
chr12	84300000	84320000	2	3	raise	late2cell-8cell
chr12	85100000	85120000	1	2	raise	late2cell-8cell
chr12	90740000	90760000	2	1	reduce	late2cell-8cell
chr12	91400000	91420000	3	2	reduce	late2cell-8cell
chr12	101660000	101680000	2	1	reduce	late2cell-8cell
chr12	102220000	102240000	2	1	reduce	late2cell-8cell
chr12	103380000	103400000	2	3	raise	late2cell-8cell
chr12	104440000	104460000	1	2	raise	late2cell-8cell
chr12	108200000	108220000	1	3	raise	late2cell-8cell
chr12	108560000	108580000	1	2	raise	late2cell-8cell
chr12	110420000	110440000	3	4	raise	late2cell-8cell
chr12	110860000	110880000	1	4	raise	late2cell-8cell
chr12	111280000	111300000	1	2	raise	late2cell-8cell
chr12	117820000	117840000	1	2	raise	late2cell-8cell
chr13	3040000	3060000	1	2	raise	late2cell-8cell
chr13	4120000	4140000	1	2	raise	late2cell-8cell
chr13	6520000	6540000	1	2	raise	late2cell-8cell
chr13	8800000	8820000	1	2	raise	late2cell-8cell
chr13	9880000	9900000	2	4	raise	late2cell-8cell
chr13	16000000	16020000	1	3	raise	late2cell-8cell
chr13	18020000	18040000	1	3	raise	late2cell-8cell
chr13	20300000	20320000	1	4	raise	late2cell-8cell
chr13	23540000	23560000	1	2	raise	late2cell-8cell
chr13	24340000	24360000	2	1	reduce	late2cell-8cell
chr13	25320000	25340000	2	1	reduce	late2cell-8cell
chr13	28960000	28980000	1	2	raise	late2cell-8cell
chr13	33920000	33940000	2	3	raise	late2cell-8cell
chr13	41280000	41300000	1	2	raise	late2cell-8cell
chr13	43160000	43180000	3	2	reduce	late2cell-8cell
chr13	44620000	44640000	1	2	raise	late2cell-8cell
chr13	46100000	46120000	1	2	raise	late2cell-8cell
chr13	48520000	48540000	1	3	raise	late2cell-8cell
chr13	48660000	48680000	3	2	reduce	late2cell-8cell
chr13	49220000	49240000	1	3	raise	late2cell-8cell
chr13	51660000	51680000	1	2	raise	late2cell-8cell
chr13	53100000	53120000	1	2	raise	late2cell-8cell
chr13	53440000	53460000	3	2	reduce	late2cell-8cell
chr13	54480000	54500000	2	1	reduce	late2cell-8cell
chr13	56280000	56300000	3	2	reduce	late2cell-8cell
chr13	57300000	57320000	1	2	raise	late2cell-8cell
chr13	58640000	58660000	2	3	raise	late2cell-8cell
chr13	59360000	59380000	2	3	raise	late2cell-8cell
chr13	60760000	60780000	1	2	raise	late2cell-8cell
chr13	62880000	62900000	4	3	reduce	late2cell-8cell
chr13	64180000	64200000	1	4	raise	late2cell-8cell
chr13	64320000	64340000	1	2	raise	late2cell-8cell
chr13	64460000	64480000	2	3	raise	late2cell-8cell
chr13	65040000	65060000	1	2	raise	late2cell-8cell
chr13	65360000	65380000	1	3	raise	late2cell-8cell
chr13	65660000	65680000	2	1	reduce	late2cell-8cell
chr13	67200000	67220000	2	1	reduce	late2cell-8cell
chr13	68160000	68180000	1	2	raise	late2cell-8cell
chr13	68580000	68600000	2	4	raise	late2cell-8cell
chr13	73720000	73740000	1	2	raise	late2cell-8cell
chr13	74640000	74660000	2	3	raise	late2cell-8cell
chr13	74860000	74880000	1	2	raise	late2cell-8cell
chr13	80860000	80880000	1	2	raise	late2cell-8cell
chr13	90320000	90340000	2	1	reduce	late2cell-8cell
chr13	90940000	90960000	1	3	raise	late2cell-8cell
chr13	91720000	91740000	1	2	raise	late2cell-8cell
chr13	93440000	93460000	1	3	raise	late2cell-8cell
chr13	100140000	100160000	1	2	raise	late2cell-8cell
chr13	102540000	102560000	2	1	reduce	late2cell-8cell
chr13	102680000	102700000	1	4	raise	late2cell-8cell
chr13	103680000	103700000	1	2	raise	late2cell-8cell
chr13	104280000	104300000	2	1	reduce	late2cell-8cell
chr13	105280000	105300000	2	3	raise	late2cell-8cell
chr13	106560000	106580000	1	2	raise	late2cell-8cell
chr13	107120000	107140000	1	3	raise	late2cell-8cell
chr13	109920000	109940000	1	2	raise	late2cell-8cell
chr13	110060000	110080000	2	1	reduce	late2cell-8cell
chr13	111440000	111460000	2	1	reduce	late2cell-8cell
chr13	111780000	111800000	1	2	raise	late2cell-8cell
chr13	115240000	115260000	1	2	raise	late2cell-8cell
chr13	119500000	119520000	1	2	raise	late2cell-8cell
chr14	5140000	5160000	1	2	raise	late2cell-8cell
chr14	7960000	7980000	1	2	raise	late2cell-8cell
chr14	14120000	14140000	1	2	raise	late2cell-8cell
chr14	16420000	16440000	1	2	raise	late2cell-8cell
chr14	19840000	19860000	2	1	reduce	late2cell-8cell
chr14	20100000	20120000	1	2	raise	late2cell-8cell
chr14	20440000	20460000	3	2	reduce	late2cell-8cell
chr14	20700000	20720000	1	2	raise	late2cell-8cell
chr14	21060000	21080000	1	3	raise	late2cell-8cell
chr14	21500000	21520000	3	1	reduce	late2cell-8cell
chr14	21880000	21900000	1	2	raise	late2cell-8cell
chr14	24300000	24320000	3	1	reduce	late2cell-8cell
chr14	24960000	24980000	2	1	reduce	late2cell-8cell
chr14	25880000	25900000	2	1	reduce	late2cell-8cell
chr14	29140000	29160000	2	1	reduce	late2cell-8cell
chr14	33380000	33400000	1	2	raise	late2cell-8cell
chr14	34800000	34820000	2	3	raise	late2cell-8cell
chr14	35120000	35140000	1	2	raise	late2cell-8cell
chr14	36720000	36740000	2	1	reduce	late2cell-8cell
chr14	36860000	36880000	1	4	raise	late2cell-8cell
chr14	39520000	39540000	2	3	raise	late2cell-8cell
chr14	44760000	44780000	1	2	raise	late2cell-8cell
chr14	47900000	47920000	2	1	reduce	late2cell-8cell
chr14	48080000	48100000	3	2	reduce	late2cell-8cell
chr14	49820000	49840000	3	2	reduce	late2cell-8cell
chr14	53680000	53700000	1	3	raise	late2cell-8cell
chr14	57680000	57700000	2	3	raise	late2cell-8cell
chr14	59600000	59620000	1	3	raise	late2cell-8cell
chr14	60500000	60520000	2	1	reduce	late2cell-8cell
chr14	61160000	61180000	4	1	reduce	late2cell-8cell
chr14	61540000	61560000	1	2	raise	late2cell-8cell
chr14	65860000	65880000	1	3	raise	late2cell-8cell
chr14	70160000	70180000	1	3	raise	late2cell-8cell
chr14	70780000	70800000	2	1	reduce	late2cell-8cell
chr14	75040000	75060000	2	3	raise	late2cell-8cell
chr14	76820000	76840000	2	1	reduce	late2cell-8cell
chr14	77020000	77040000	1	2	raise	late2cell-8cell
chr14	78060000	78080000	1	2	raise	late2cell-8cell
chr14	78560000	78580000	2	3	raise	late2cell-8cell
chr14	79640000	79660000	1	2	raise	late2cell-8cell
chr14	103720000	103740000	1	2	raise	late2cell-8cell
chr14	116340000	116360000	1	2	raise	late2cell-8cell
chr14	118200000	118220000	2	3	raise	late2cell-8cell
chr14	118820000	118840000	3	2	reduce	late2cell-8cell
chr14	120980000	121000000	4	2	reduce	late2cell-8cell
chr14	121460000	121480000	2	1	reduce	late2cell-8cell
chr14	121600000	121620000	1	3	raise	late2cell-8cell
chr14	121820000	121840000	3	2	reduce	late2cell-8cell
chr14	122080000	122100000	2	1	reduce	late2cell-8cell
chr14	122240000	122260000	1	2	raise	late2cell-8cell
chr14	122620000	122640000	2	1	reduce	late2cell-8cell
chr14	123360000	123380000	3	2	reduce	late2cell-8cell
chr14	124900000	124920000	2	3	raise	late2cell-8cell
chr15	5240000	5260000	3	2	reduce	late2cell-8cell
chr15	12820000	12840000	1	2	raise	late2cell-8cell
chr15	17220000	17240000	2	1	reduce	late2cell-8cell
chr15	26000000	26020000	1	2	raise	late2cell-8cell
chr15	28200000	28220000	4	3	reduce	late2cell-8cell
chr15	30940000	30960000	2	1	reduce	late2cell-8cell
chr15	32780000	32800000	2	3	raise	late2cell-8cell
chr15	34540000	34560000	4	2	reduce	late2cell-8cell
chr15	35920000	35940000	3	2	reduce	late2cell-8cell
chr15	37120000	37140000	3	2	reduce	late2cell-8cell
chr15	38260000	38280000	3	1	reduce	late2cell-8cell
chr15	38700000	38720000	1	2	raise	late2cell-8cell
chr15	39860000	39880000	2	1	reduce	late2cell-8cell
chr15	41160000	41180000	3	2	reduce	late2cell-8cell
chr15	42960000	42980000	1	3	raise	late2cell-8cell
chr15	44840000	44860000	1	2	raise	late2cell-8cell
chr15	59880000	59900000	3	2	reduce	late2cell-8cell
chr15	64140000	64160000	1	2	raise	late2cell-8cell
chr15	64360000	64380000	3	1	reduce	late2cell-8cell
chr15	68260000	68280000	1	2	raise	late2cell-8cell
chr15	73200000	73220000	2	3	raise	late2cell-8cell
chr15	75560000	75580000	4	2	reduce	late2cell-8cell
chr15	80280000	80300000	2	4	raise	late2cell-8cell
chr15	84660000	84680000	5	4	reduce	late2cell-8cell
chr15	85120000	85140000	2	3	raise	late2cell-8cell
chr15	85600000	85620000	1	3	raise	late2cell-8cell
chr15	85720000	85740000	2	1	reduce	late2cell-8cell
chr15	85900000	85920000	2	3	raise	late2cell-8cell
chr15	89360000	89380000	2	4	raise	late2cell-8cell
chr15	94540000	94560000	1	2	raise	late2cell-8cell
chr15	94680000	94700000	1	2	raise	late2cell-8cell
chr15	95960000	95980000	1	2	raise	late2cell-8cell
chr15	98520000	98540000	4	3	reduce	late2cell-8cell
chr15	99040000	99060000	3	2	reduce	late2cell-8cell
chr15	100020000	100040000	1	2	raise	late2cell-8cell
chr15	103660000	103680000	3	1	reduce	late2cell-8cell
chr15	104040000	104060000	1	2	raise	late2cell-8cell
chr16	10080000	10100000	3	2	reduce	late2cell-8cell
chr16	11180000	11200000	2	1	reduce	late2cell-8cell
chr16	13440000	13460000	2	3	raise	late2cell-8cell
chr16	14520000	14540000	3	2	reduce	late2cell-8cell
chr16	14680000	14700000	1	3	raise	late2cell-8cell
chr16	15600000	15620000	1	3	raise	late2cell-8cell
chr16	16160000	16180000	1	3	raise	late2cell-8cell
chr16	17080000	17100000	1	3	raise	late2cell-8cell
chr16	17480000	17500000	1	2	raise	late2cell-8cell
chr16	18060000	18080000	1	2	raise	late2cell-8cell
chr16	23420000	23440000	3	2	reduce	late2cell-8cell
chr16	23980000	24000000	2	3	raise	late2cell-8cell
chr16	24860000	24880000	3	1	reduce	late2cell-8cell
chr16	29860000	29880000	2	1	reduce	late2cell-8cell
chr16	30540000	30560000	3	4	raise	late2cell-8cell
chr16	32320000	32340000	2	3	raise	late2cell-8cell
chr16	33820000	33840000	2	3	raise	late2cell-8cell
chr16	33980000	34000000	3	1	reduce	late2cell-8cell
chr16	34140000	34160000	1	4	raise	late2cell-8cell
chr16	36060000	36080000	2	4	raise	late2cell-8cell
chr16	36720000	36740000	5	2	reduce	late2cell-8cell
chr16	41260000	41280000	1	2	raise	late2cell-8cell
chr16	46220000	46240000	3	1	reduce	late2cell-8cell
chr16	50200000	50220000	1	2	raise	late2cell-8cell
chr16	55500000	55520000	2	1	reduce	late2cell-8cell
chr16	55900000	55920000	2	1	reduce	late2cell-8cell
chr16	56160000	56180000	2	3	raise	late2cell-8cell
chr16	57120000	57140000	1	2	raise	late2cell-8cell
chr16	71240000	71260000	1	3	raise	late2cell-8cell
chr16	84580000	84600000	2	1	reduce	late2cell-8cell
chr16	89780000	89800000	2	4	raise	late2cell-8cell
chr16	90940000	90960000	1	2	raise	late2cell-8cell
chr16	91080000	91100000	1	2	raise	late2cell-8cell
chr16	92500000	92520000	3	2	reduce	late2cell-8cell
chr16	94580000	94600000	3	1	reduce	late2cell-8cell
chr17	3080000	3100000	1	2	raise	late2cell-8cell
chr17	3560000	3580000	2	3	raise	late2cell-8cell
chr17	4620000	4640000	1	2	raise	late2cell-8cell
chr17	5420000	5440000	1	2	raise	late2cell-8cell
chr17	5760000	5780000	2	1	reduce	late2cell-8cell
